,E,M,N,spike,nsp1,nsp10,nsp11,nsp12,nsp13,nsp14,nsp15,nsp2,nsp4,nsp5,nsp5_C145A,nsp6,nsp7,nsp8,nsp9,orf10,orf3a,orf3b,orf6,orf7a,orf8,orf9b,orf9c,SARS,IBV,MERS,CoV-229E,CoV-NL63,MHV
RU79073,0.291365266,0.096473932,0.315227062,-0.23981218,0.136082917,0.241064012,0.110292509,0.41583851,0.281452805,-0.123397455,0.136809826,0.082049839,0.121413723,-0.056433868,-0.00783125,-0.2117991,0.41053164,0.255294263,0.429144055,-0.107198156,0.37587744,0.17385684,0.261639476,0.046646733,-0.03230983,0.417485237,-0.006507738,-0.175933436,0.356361091,0.062929228,0.039014559,0.065539904,0.040735748
4-guanidinobenzoic acid,0.200247571,-0.072989091,0.080784738,0.610338092,0.496129304,0.403437197,0.592836797,0.536441147,-0.077505313,0.388504952,0.783233941,0.027429737,0.001003239,0.351134509,0.329582691,-0.119914748,0.523876131,0.937181473,0.74783957,0.403695881,0.383406997,0.671165287,0.70623523,-0.134152293,0.376627982,0.932634652,0.15917635,-0.176075175,0.088833846,0.004766497,0.485363811,0.663281977,-0.398360908
"(3R)-3-(FLUOROMETHYL)-N-(3,3,3-TRIFLUOROPROPYL)-1,2,3,4-TETRAHYDROISOQUINOLINE-7-SULFONAMIDE",0.505748868,-0.22763972,0.444232196,0.672699749,0.798516631,0.076614201,0.758297384,0.436251372,0.858462274,0.223291487,0.783256888,0.375102818,0.200760424,0.258064806,0.505834877,0.329479635,0.488858879,0.464879364,0.927031994,0.86684072,0.007329361,0.307649702,0.717789233,0.158578068,0.48833552,1.248715281,0.047857005,-0.176254556,0.422136515,0.560884416,1.048722506,0.617507577,-0.096517175
Burosumab,0.518010378,0.651164114,0.324596345,0.222767264,0.035285946,1.151400805,0.966926098,0.538683057,1.477205873,0.838785112,0.60452348,0.072240286,0.697787166,0.232600629,-0.472543865,-0.205320925,0.04190205,0.449456334,0.829577744,0.210021302,1.350820541,0.546682894,0.998970151,0.796325624,-0.43050468,-0.168988556,-0.282745421,-0.176329657,0.166959032,1.108591557,0.074097835,-0.337960154,0.635337353
CAD106,0.070807263,0.284320444,-0.07567969,0.083674341,-0.106010556,0.13788867,0.228244215,-0.067327909,0.140545368,0.031534128,0.11452467,-0.048064206,0.219573483,-0.092988461,0.054216251,-0.362489134,0.419125438,0.097891398,0.357966363,0.043490048,0.201838076,0.268027455,0.335895091,-0.047491245,-0.067287497,-0.227109298,0.131696403,-0.176451027,0.261538416,0.204679072,0.215152457,0.117485225,0.167384297
Tretazicar,-0.424795806,0.249100327,-0.550685227,0.124778546,-0.071134917,0.503297865,0.36924237,-1.117942572,-1.536308527,0.674982786,0.547141314,-0.431981921,0.297115862,-0.485354513,-0.506560564,-0.241469041,-0.08729624,-0.385883987,0.783643365,0.950207055,0.449038446,0.063929461,0.548869431,0.278302431,-0.508586228,0.069355555,-0.332215965,-0.176512122,-0.065230094,-0.542331755,-0.033696983,-0.431262523,0.214005992
Tanaproget,-0.89880228,-1.05941689,-0.686401486,-0.651993096,-0.308972746,-0.679620624,-0.263619691,-0.287998527,0.433398962,-0.860850632,-1.037029266,-0.618544936,-0.342760265,-0.727241576,-0.439688981,-0.189311042,-1.092670321,-0.917315066,-0.367312849,-0.87395978,-0.547501683,-0.925176263,-0.598857105,-0.114833735,-0.724512696,-0.15082562,-0.740864813,-0.17668204,-0.457476348,-0.052039023,-0.602541029,-0.351364136,0.037999451
AZD-9684,0.430508494,0.051421046,0.138771728,0.331266552,0.28123343,0.413692176,0.311142385,0.364828974,-0.419954449,0.252977222,0.415305048,0.082476422,0.275972426,0.30771786,0.366900355,-0.154075146,0.769820273,0.592628241,0.63661921,0.374086887,0.528252721,0.668524742,0.507384539,0.033947982,0.175917953,0.239535794,0.190275475,-0.177132353,0.390098304,0.273810357,0.433242291,0.683561623,-0.103609398
(2E)-N-hydroxy-3-[1-methyl-4-(phenylacetyl)-1H-pyrrol-2-yl]prop-2-enamide,-0.466832072,-0.289881468,-0.515513122,-0.221166149,-0.600625098,0.056132719,0.003818848,-0.213788867,-0.073921278,-0.202089146,-0.729697168,-0.431379557,-0.375256985,-0.353774071,-0.51406008,-0.370120496,-0.601223469,-0.416775197,-0.490123004,-0.750153065,-0.41839835,-0.542265356,-0.374932915,-0.256107956,-0.54857105,-0.366513193,-0.413451731,-0.17748946,-0.120840967,-0.006547629,-0.34884268,-0.583208859,0.052576121
"2-AMINO-4-(2,4-DICHLOROPHENYL)-N-ETHYLTHIENO[2,3-D]PYRIMIDINE-6-CARBOXAMIDE",0.263259351,0.247757763,0.194266871,-0.159908861,0.286386043,0.184405237,0.234257087,0.23840417,0.417498887,0.112858608,0.462274551,0.127340212,0.206507608,-0.145900488,-0.160479948,-0.108314417,0.415539771,0.134788781,0.593231142,0.094059311,0.268415928,0.227011129,0.465409011,0.018238802,0.047900151,0.391489565,-0.009473657,-0.177524328,0.358963788,0.201593041,0.137487099,-0.078348696,0.070702143
(2Z)-N-biphenyl-4-yl-2-cyano-3-cyclopropyl-3-hydroxyprop-2-enamide,-0.629259944,-0.347442657,-0.473961115,-0.457138956,-0.365253717,-0.133930117,-0.264997989,-0.577235043,-0.177414179,-0.332056165,-0.681913674,-0.457676053,-0.210989505,-0.146009892,-0.668047369,-0.047340151,-0.58356005,-0.886632204,-0.184228987,-0.774685323,-0.217164919,-0.204688653,-0.20792599,0.04949085,-0.292997748,-0.831146479,-0.195512906,-0.177575156,-0.488976508,-0.192544818,-0.471265376,-0.269253314,-0.123462543
Ribostamycin,-0.704182267,-0.386846066,-0.639886022,-0.465968192,-0.484762788,-0.884743869,-1.088304162,-0.98243773,-2.05703783,-0.295778453,-0.698654711,-0.382676929,-0.70625037,0.035122048,-0.419783533,0.403476596,-1.072260261,-1.130540967,-1.211253524,-0.530326962,-0.879379332,-0.572999954,-1.155479908,-0.259018868,-0.112805441,-0.951029122,-0.189382568,-0.177720964,-1.172050834,-1.161292195,-0.889148057,-0.407806486,-0.503245294
"(2S,3S,4R,5S)-2-(4-Amino-4,5-dihydro-1H-pyrrolo[3,2-d]pyrimidin-7-yl)-5-[(methylsulfanyl)methyl]-3,4-pyrrolidinediol",-0.170379788,0.04028251,0.333790213,-0.727403104,-0.516063154,-0.164706573,-0.610906124,0.580781162,1.185532928,-0.158625931,-0.568494081,0.068852298,-0.661940217,0.057675123,-0.764624119,0.013055775,-0.736476839,-0.597640753,-0.586553216,-0.761125207,-0.117728762,-0.033352707,-0.462865084,-0.059075773,-0.271033943,-0.20128426,-0.260345727,-0.177992225,-0.398883283,-0.471658975,-0.888531864,-0.987455785,-0.201903433
Diethylene glycol diethyl ether,-3.268775702,-3.024570704,-2.181926489,-1.746016622,-2.311576843,-1.954024553,-1.69712007,-3.773743391,-3.360379457,-2.710045815,-2.857649565,-2.934854746,-1.779376507,-2.791458368,-1.740652323,-2.154717207,-2.329072237,-1.507234931,-2.916934013,-2.650278568,-3.147343397,-3.406386614,-2.843270063,-2.365278959,-1.920651197,-1.417852044,-2.012419701,-0.178041101,-0.398102462,-1.439425468,-1.566436529,-1.364110231,-1.029516697
3-Fluoro-L-tyrosine,0.665415585,0.012200817,0.963463783,0.844205558,0.691167295,0.343608409,0.78749913,1.006407261,0.352634609,0.607606947,1.128931522,0.542235374,0.022365149,0.353067547,0.60052979,0.09279833,0.628974736,1.47380662,0.536842108,1.082035065,0.259415746,0.525749445,0.4828417,-0.26663208,0.468795002,1.764697909,0.077001058,-0.178200766,0.76417917,0.611343205,0.917772114,0.40931198,-0.349667042
m-Chlorophenylpiperazine,-0.441012412,-0.009874926,-0.717856824,0.065731913,-0.019396303,-0.389424622,0.126321197,-0.415701002,0.132685885,-0.415120542,-0.426737338,-0.163028941,0.119701132,-0.252199024,0.078261584,0.227808848,-0.504407048,-0.897990108,-0.191693634,-0.318416923,-0.437814683,-0.663405299,-0.089122929,0.063956805,-0.299849391,-0.510595143,-0.120518066,-0.178349018,-0.779804409,-0.236739859,-0.127105251,-0.257392824,0.21115911
Edetate calcium disodium anhydrous,1.234085679,1.010033965,0.36611709,1.106605887,1.10584271,1.361583352,1.227423668,0.787470162,0.582434893,1.533347011,1.467852354,0.778658032,0.865241349,1.100961208,0.468114763,0.781561792,0.649451196,0.617009044,1.56327939,1.591970325,1.36573565,1.231666088,1.629879594,1.344332099,0.572228014,0.820581675,0.372876704,-0.178808451,-0.306504339,0.191348925,0.749288261,0.409347922,0.443121344
"4,5-Dehydro-D-Glucuronic Acid",0.056411829,0.117423959,-0.49749884,0.382880777,-0.165355399,0.145777106,0.120740704,-0.221234977,-0.44122538,0.180398747,0.529992998,-0.310011834,0.220829159,-0.302017331,0.393551886,-0.915444136,0.887573302,0.91517204,0.580093443,0.522473752,0.554748356,0.562906742,0.496979862,-0.270167917,-0.157426983,-0.251403153,0.117114939,-0.178837121,0.265820682,0.079136364,0.266369879,0.449407488,0.012599751
CTS-1027,-0.303106904,-0.669670105,-0.126806483,0.009531191,-0.010795098,-0.188151866,-0.116818368,0.213136688,-0.126767397,-0.373146147,0.141811147,-0.360772729,-0.332930833,-0.382383108,0.142495573,-0.746168256,0.408851892,0.727720976,0.240412608,-0.059630714,-0.04091657,0.071425177,0.07947509,-0.872458458,-0.054513108,0.763293445,-0.215803355,-0.178854555,0.168367416,-0.038340606,0.098229878,0.402780354,-0.528924227
Tetramethylammonium,-0.230695575,0.003392768,-0.004548523,-0.328489929,-0.253378451,-0.186589807,-0.037242148,-0.160490528,0.741311371,-0.642456055,-0.436808944,-0.329343528,0.099785961,-0.021457907,0.00332197,-0.08940243,-0.117032394,-0.525646627,0.128395364,-0.640778065,-0.131819621,-0.121491477,0.141594172,0.488941491,-0.099179655,-0.104681544,-0.033497453,-0.179173544,-0.036136139,-0.55614543,-0.141601145,0.132981479,0.252231419
"(4R,5R)-1,2-dithiane-4,5-diol",-1.442136049,-1.415287852,-1.395044565,-1.282926559,-1.408518672,-1.565515637,-1.473234296,-0.819565058,0.440811545,-1.010466695,-1.57240355,-0.847751319,-1.656741858,-1.057438493,-1.428610086,-0.642970324,-1.80465591,-1.070550919,-1.706807256,-1.53656435,-1.769445896,-1.380690575,-1.842631936,-0.89405185,-0.850291848,-0.837316394,-1.153368711,-0.17920059,-1.182973027,-0.375976801,-1.565808415,-1.364104986,-0.67935276
RH-1,0.34479779,-0.202868059,0.331312031,0.250975788,0.492917389,0.019500896,0.349638224,0.454830289,0.535652041,-0.109942392,0.237855688,0.322291374,-0.006485785,0.036409818,0.265795678,0.354858458,0.116694748,0.017673656,0.309353113,0.340440124,-0.163482442,-0.182910219,0.193845317,-0.179408863,-0.013295164,0.783771038,-0.085236497,-0.179267541,0.052020688,0.153201103,0.576649368,0.082077704,-0.170606926
Tetracaine,-0.464091986,-0.091966018,-0.072666809,-0.369172394,-0.123562001,-0.362989724,-0.062677361,-0.081558079,0.538471997,-1.009879708,-0.720441937,-0.107338645,0.225130066,-0.441701055,0.317466259,-0.02037446,-0.40580219,-0.758722842,-0.298231274,-0.610004067,-0.192104921,-0.825696826,-0.111412756,-0.038302906,-0.567540944,-0.025962079,-0.151564553,-0.179506227,-0.384638131,-0.61131382,-0.271409541,-0.276009023,0.305391371
4-(2-HYDROXYBENZYLAMINO)-N-(3-(4-FLUOROPHENOXY)PHENYL)PIPERIDINE-1-SULFONAMIDE,0.527873874,-0.006480549,0.482504725,0.700322092,0.523623347,0.146240056,0.578512788,0.86753124,0.537848473,0.522144318,1.26286006,0.15368402,-0.069168046,0.40903154,0.620495915,-0.34958303,0.962440073,1.639737606,0.914050639,0.833307028,0.386264712,1.029943705,0.702001691,-0.185564741,0.786974847,1.654663324,0.192330182,-0.179663271,0.646399736,0.164158836,0.683291018,0.913381755,-0.382619381
"5,8-dimethoxy-1,4-dimethylquinolin-2(1H)-one",-0.040124401,-0.290857315,-0.37539047,0.258638799,0.265191525,0.040198792,0.223366633,-0.048679795,-0.190773875,0.423099518,0.201393902,0.065337837,-0.41558066,0.04201046,-0.441774696,0.391443104,-0.421734601,-0.235397175,-0.005680555,0.095922187,-0.435375929,-0.166005328,0.000175176,-0.286738664,0.007447913,0.11632432,-0.249861613,-0.180176303,-0.430893838,0.250428885,0.224818319,-0.321251035,-0.497636348
ABX-PTH,0.278279305,-0.043662176,0.175665483,0.349043399,0.368774235,0.406388283,0.444977432,0.381712377,-0.386265963,0.262783796,0.728602827,-0.060546495,0.165375412,0.010189475,0.259910047,-0.342249602,0.896277666,0.875265598,0.754646838,0.539159179,0.435643733,0.545133829,0.524703562,-0.356856853,0.126576379,0.765370309,0.049679995,-0.180420846,0.454075783,0.19764103,0.457783997,0.51557219,-0.239430353
(5-CHLORO-2-{[(3-NITROBENZYL)AMINO]CARBONYL}PHENOXY)ACETIC ACID,0.230695337,0.049366355,0.53395319,0.438535899,0.548883021,0.103974119,0.505446255,0.743415594,0.941894412,0.50828898,0.7713238,0.475099027,0.127920538,0.353230506,0.323876023,0.200479701,0.214497,0.631972015,0.620204091,0.624890625,0.485957295,0.69664675,0.528493047,0.079380631,0.508975923,1.011847854,0.273812771,-0.180885643,0.058033198,0.395014882,0.372280896,0.298578918,-0.117989391
"(6E,11E)-HEPTADECA-6,11-DIENE-9,9-DIYLBIS(PHOSPHONIC ACID)",0.090883538,0.178358182,0.147708431,-0.266288459,0.012781703,0.159967706,-0.063767873,0.254677624,0.432940722,0.064775437,0.02830112,0.034163021,-0.100109711,0.137080193,-0.32101965,0.085180752,0.026945639,-0.240310654,0.219312966,-0.218503073,0.077562869,0.229394853,0.126182303,0.11772351,0.044986017,0.172345594,-0.040715627,-0.181048229,-0.08880502,-0.163992524,-0.223235056,-0.198009327,-0.034787808
Heme D,-0.505751014,-1.033389211,-1.092506409,-0.146433473,-0.605388463,-0.38447544,-0.19686377,-0.857895434,0.157604188,-0.73664999,-0.85736686,-0.709378421,-0.604897439,-0.680521548,-0.435759485,-0.190244734,-0.773275197,-0.681805134,-0.764537811,-0.601814687,-1.174904943,-1.279585958,-0.664257765,-0.307600021,-1.110447884,-0.947835207,-0.815510213,-0.181126758,-0.538343608,-0.318098158,-0.063275918,-0.55038321,-0.32300669
GEM-231,0.471104443,0.197691113,0.379728973,0.093328692,0.349047184,0.142152399,0.297229618,0.541347563,0.443056077,0.044013482,0.537247419,0.315982699,0.262823224,-0.022062402,0.29677552,-0.132210389,0.659416437,0.431212127,0.565579593,0.42351836,0.392706484,0.316396236,0.435832649,-0.171350032,-0.049286403,0.508116961,0.107891679,-0.181797981,0.3648853,0.263453305,0.432728469,0.193163872,-0.022937007
Enprofylline,0.455727607,0.407956302,0.860631883,1.256668568,0.304158658,0.192972496,1.128493547,1.168087244,1.44083035,0.484430104,0.913148522,0.533275008,0.447126865,0.692596078,1.356236458,-0.329185992,0.959044695,2.079646587,0.90945369,0.906733811,0.952111959,1.274646521,0.99385345,0.386486858,0.902262151,1.067996621,0.826676667,-0.182078034,0.856351495,0.500103533,0.792090833,1.173541903,0.311706185
N-(3-TERT-BUTYL-1H-PYRAZOL-5-YL)-N'-{4-CHLORO-3-[(PYRIDIN-3-YLOXY)METHYL]PHENYL}UREA,-0.057947855,-0.22242853,0.363329887,-0.010436488,0.004151843,0.124797344,0.196743235,0.21378471,-0.189034671,0.104589336,0.377130747,-0.204904526,-0.177328959,-0.121019349,-0.106539026,-0.496912688,0.331594706,0.724680543,0.17047824,0.050049264,0.00839351,0.272086173,0.079125039,-0.443211764,0.225851312,0.827735603,-0.156649143,-0.182692066,0.585552931,0.009839368,0.03009419,0.112978287,-0.297706723
2-Deoxy-alpha-D-galactopyranose,-0.909132719,-0.949635506,-0.203041971,-0.994994283,-1.288131118,-0.981215596,-0.910548747,-0.544374526,-0.200727955,-1.210108519,-1.330293179,-0.984892845,-0.860610545,-0.890798211,-0.700763941,-1.008250594,-0.935833931,-0.145793959,-1.274317622,-1.321979523,-1.026104689,-1.035051942,-1.504059315,-0.591482997,-0.7972188,-0.359658241,-0.924656928,-0.183117941,0.505000174,-0.203594252,-0.917497039,-0.684785366,-0.08874476
(2S)-2-(1H-indol-3-yl)hexanoic acid,0.182690814,0.106426083,0.572802007,0.122558087,0.404144168,0.136354059,0.593396008,0.687372923,1.819608927,0.272289962,0.925022423,0.107486553,0.07693024,0.191422477,0.047182336,-0.074864194,0.441061169,0.814455867,0.975395918,0.300707698,0.329624772,0.723854899,0.837840915,0.336779952,0.547621489,1.339764476,0.049402423,-0.18339327,0.428725004,0.012220324,0.261380374,0.301982731,-0.026933391
Bradanicline,-1.027053118,-0.716839254,-0.615710735,-0.409281313,-0.742688596,-0.940223575,-0.51812005,-1.521067142,-0.290928841,-0.965488255,-1.104735374,-0.620267689,-0.403106987,-0.537936032,-0.403255105,-0.047322188,-1.051861763,-1.008279562,-0.738388717,-0.778978884,-1.152855277,-1.026455879,-0.660541058,0.050997041,-0.28005296,-0.969552398,-0.310259521,-0.18344149,-0.340443224,-0.540032089,-0.269930989,-0.322991699,0.017137842
"6-(3-AMINOPROPYL)-4,9-DIMETHYLPYRROLO[3,4-C]CARBAZOLE-1,3(2H,6H)-DIONE",-0.383090883,-0.541381121,-0.605442762,-0.246049628,-0.060309794,-0.645904958,-0.067916185,-0.343947023,1.40114522,-0.666967094,-0.454227269,-0.275761455,-0.422406048,-0.603799462,-0.362207651,-0.162545234,-0.54336673,-0.750612915,0.200732812,-0.379518598,-0.814126134,-0.812857628,-0.037435181,-0.199711591,-0.30206278,0.16988194,-0.532575369,-0.183691412,-0.226079553,0.292542905,0.214548692,-0.320079386,-0.003681502
"N-{[(2S,3S)-3-(ETHOXYCARBONYL)OXIRAN-2-YL]CARBONYL}-L-ISOLEUCYL-L-ISOLEUCINE",-0.586368978,-0.596236765,-0.752878249,-0.232246786,-0.1690256,-0.423113614,-0.177191243,-0.50231123,0.020063536,-0.355400413,-0.520247281,-0.367852539,-0.455394238,-0.430481762,-0.542312264,-0.1629453,-0.595124781,-0.674726069,-0.36725387,-0.544582605,-0.743996084,-0.655074596,-0.391974658,-0.487786591,-0.299270689,-0.240015492,-0.44694674,-0.183963478,-0.562053025,0.289993316,-0.184644371,-0.365117311,-0.314331472
"1-[(2-Amino-6,9-Dihydro-1h-Purin-6-Yl)Oxy]-3-Methyl-2-Butanol",0.102163777,-0.118429013,0.203301311,-0.252831966,0.129673779,-0.144627973,0.021900283,0.136026561,0.608675361,-0.2157951,0.282018751,-0.042700872,-0.086985178,-0.224434435,-0.143224761,-0.262618095,0.132702067,0.270458877,0.303748548,0.084007047,-0.034220736,-0.037846532,0.143230632,0.0222803,-0.083067782,0.623177171,-0.245064586,-0.184101313,0.303276747,-0.050623663,0.039409153,-0.103413589,-0.098358281
(4S)-5-[[(2S)-1-[[(2S)-1-Amino-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-3-[4-[difluoro(phosphono)methyl]phenyl]-1-oxopropan-2-yl]amino]-4-benzamido-5-oxopentanoic acid,-0.013843358,-0.036526609,0.445344865,-0.475744247,0.011765385,-0.144782349,-0.21344015,0.074883081,-0.273715526,-0.439562529,0.230634391,-0.233241379,0.053360898,-0.373616844,-0.01936469,-0.58322227,0.639446855,0.262461632,0.227324516,-0.107578389,0.188438982,0.129283682,0.029205522,-0.397493392,-0.085494593,0.495700777,-0.113820307,-0.184247613,0.505566895,-0.342367887,-0.134702101,0.165700793,-0.182877153
"4-(2-aminoethoxy)-N-(3-chloro-5-piperidin-1-ylphenyl)-3,5-dimethylbenzamide",0.144771472,0.003468842,-0.009354747,-0.232229009,-0.00735169,-0.271373391,-0.033081628,0.289271355,1.242292881,-0.401332587,-0.262074351,0.09139137,0.076049492,-0.14446336,0.062763125,-0.058081478,0.007435052,-0.247185916,0.203919977,-0.201265439,0.052033249,-0.125402674,0.069551468,0.200671777,-0.192822337,-0.030520396,-0.082987994,-0.184395537,-0.052520785,0.338615149,0.041461747,-0.002874878,0.22609292
Reglitazar,-0.328590184,-0.557789207,-0.133109957,0.163647473,0.04896066,-0.080628164,0.206426501,0.443315327,0.322602063,-0.169097319,-0.347672582,0.027319163,-0.163078547,-0.295903563,0.173809901,-0.240093544,-0.260077715,0.136889353,-0.24096705,-0.193900079,-0.022562359,-0.306533039,-0.141973272,-0.606358171,-0.197056785,0.27129516,-0.091183431,-0.184597224,-0.149397403,0.435468197,-0.018421652,-0.10536319,-0.183446616
D-Alanine,-1.254370689,-0.867576122,-0.776244879,-0.103560157,-0.708554149,-0.570950866,-0.237398207,-0.435565025,-0.110934675,-0.419447601,-1.252537489,-0.23579514,-0.321508199,-0.513264537,-0.279824197,0.182467505,-1.858860016,-0.917112887,-0.95190686,-0.624866247,-0.444297642,-0.959435046,-0.647917628,0.006941583,-0.821948707,-0.836946785,-0.475513011,-0.184881851,-0.870443463,-0.069665059,-0.587082922,-0.86102742,0.080834828
INCB-9471,0.337368906,0.506899297,0.200013444,0.466986299,0.375249207,0.593498051,0.347370178,0.356286764,-0.100999847,0.902678847,0.961598158,0.361858815,0.100685142,0.523132205,-0.065899096,0.028397501,0.640567482,0.66665417,0.749221385,0.447688907,0.626727283,1.099298,0.862684369,-0.044129193,0.652169168,0.139837727,0.469417185,-0.185206696,0.103138246,0.244419813,0.345759362,0.296397716,-0.382921994
Bemiparin,0.50761199,0.294910848,-0.159699887,-0.032724828,0.563816845,0.328335732,0.128551275,0.327551365,-0.270331949,0.021157088,0.116703786,0.247051984,0.235259503,0.226493418,0.136372417,0.484536409,0.222224131,-0.610758007,0.274407715,-0.080235228,0.140767321,-0.113626927,0.361645758,0.152570724,-0.087299697,0.115780614,0.000584768,-0.185416058,-0.488636672,-0.2931844,0.129407585,0.051014427,-0.051355481
Piribedil,-0.459670782,-0.200098827,-0.346181691,0.374688834,0.335797548,-0.406599134,0.423549056,-0.386757761,0.27727896,-0.076526545,0.102633126,0.00970416,-0.096366875,-0.326867998,0.017570307,0.243125722,-0.395169646,-0.516528547,-0.018443976,0.256613463,-0.724886298,-0.649950981,-0.034609765,-0.403669894,-0.00553913,0.373040736,-0.176630124,-0.185516402,-0.523947418,0.143694788,0.30409044,-0.353060246,0.013407171
"1-{7-cyclohexyl-6-[4-(4-methylpiperazin-1-yl)benzyl]-7H-pyrrolo[2,3-d]pyrimidin-2-yl}methanamine",-0.156977758,-0.359595925,0.326982081,0.154299095,0.348859251,-0.064892903,0.377354473,0.542133272,0.658603907,0.060144365,0.193769217,0.031219475,-0.112788916,0.347991973,0.122457653,0.146264419,-0.204507828,0.286503971,0.446859062,0.002003028,0.285459042,0.424430907,0.280338675,0.298803091,0.370530307,1.028989077,0.028022634,-0.186052248,-0.073573947,-0.069853887,-0.029227594,0.425774336,-0.108344026
Crotalus atrox antivenin,0.431901932,0.227583647,0.276987284,0.434179962,0.273703426,0.309808791,0.700395644,0.577389479,0.831334174,0.182269961,0.546798408,0.273932964,0.515202701,-0.043560762,0.607267022,-0.344183713,0.729411602,0.837838471,0.872300804,0.60886097,0.749783754,0.472016662,0.718884051,0.192129835,0.013264841,0.580493271,0.202347085,-0.186254427,0.592254877,0.572205007,0.565307081,0.392580211,0.355493814
Desirudin,0.825688124,0.417679191,-0.269935101,0.299016595,0.693865418,0.673067093,0.42679891,0.496745944,0.649446964,0.383544594,0.380851656,0.377070457,0.633064151,0.554667354,0.244124681,0.568482518,0.376052886,-0.319167584,0.988503933,0.373857498,0.665513217,0.437576056,1.002873421,0.907950282,0.021478459,-0.168405294,0.073444143,-0.186261922,-0.407286793,0.255100369,0.431912899,0.417953461,0.285634607
(S)-Indapamide,-0.128555551,-1.042168021,-0.054238494,-0.355680734,0.221001372,-0.546451688,-0.50061363,-0.002169226,-0.798831165,-0.536287606,0.033679921,-0.27515018,-0.750243545,-0.433424473,-0.239210173,-0.335664183,0.110061035,0.176654726,-0.352162957,-0.025117941,-0.651329696,-0.459179252,-0.615746975,-1.224585891,-0.194021955,0.634992838,-0.471694171,-0.186515585,-0.120134063,-0.209522471,-0.016874554,0.057224199,-1.122186422
2-butyl-1-hydroxyguanidine,0.13784945,-0.429418385,0.359802693,0.118753351,0.398653328,-0.133009598,0.167784527,0.341478646,0.387006789,-0.106333286,0.406689554,0.1159174,-0.212429076,-0.107608892,0.122047246,-0.045481138,0.346206129,0.418477774,0.36800018,0.353176385,-0.184563547,0.033963017,0.141215816,-0.483589083,0.192543551,1.013587713,-0.123712867,-0.186525851,0.291417688,0.164132997,0.443866998,0.197949037,-0.411292017
Zardaverine,0.257720858,-0.147359923,0.602659464,0.784608901,0.541630983,0.220397145,1.022797465,0.889816463,1.054977536,0.317752242,0.905565619,0.261851341,0.152753338,0.257234782,0.668136537,-0.042229753,0.465481818,1.391670942,0.627830982,0.628941178,0.194947436,0.45279181,0.628545702,-0.108407773,0.454445958,1.685476303,0.125229418,-0.187438831,0.541810155,0.336339027,0.76992774,0.510640621,-0.200802684
ADL 10-0101,-0.227543011,-0.437884897,-0.465313226,-0.057783142,-0.314774662,-0.418773532,-0.335751027,-0.196786344,-0.197947085,-0.59308511,-0.803007722,-0.117593177,-0.192906812,-0.216251209,0.120783709,-0.109865084,-0.253076494,-0.371728867,-0.502647817,-0.464588016,-0.326329678,-0.472724676,-0.467107922,-0.452133238,-0.422783077,-0.984454632,-0.045686062,-0.188006118,-0.367739767,0.237306967,-0.042709403,0.024511069,-0.182925045
RU78191,0.298775464,0.133321732,0.175818354,-0.194151476,0.186923191,0.350973457,0.207945898,0.468414158,0.143124342,-0.040497098,0.187296972,-0.020012105,0.129025996,0.056833971,-0.034932364,-0.084684663,0.409818888,0.155029595,0.449884057,-0.233049512,0.316575259,0.265754819,0.287745148,0.013075436,-0.034280632,0.254694194,0.034989092,-0.188095719,0.31275025,-0.12813291,0.027672069,0.091686219,-0.070538007
Talviraline,0.308110863,0.589237213,0.769584358,-0.277840644,-0.138728574,0.456017286,-0.07507132,0.941992521,0.895260751,0.627345324,0.20509018,0.65196842,0.130044326,0.300319463,-0.292534709,-0.051496729,0.025613658,0.49735257,0.231995791,0.133810207,0.958039522,0.904031157,0.346266687,0.37767005,0.301290601,-0.022544658,0.313673019,-0.188218564,0.453849792,0.286430448,-0.555330038,-0.54274261,0.085738942
"5-(HEXAHYDRO-2-OXO-1H-THIENO[3,4-D]IMIDAZOL-6-YL)PENTANAL",-1.177479982,-0.414729178,-0.928798497,-1.12176156,-2.099746466,-0.45903936,-0.939182818,-1.954396367,-1.358401895,-0.889222503,-1.91926384,-1.100914717,-0.766888022,-1.726258874,-1.428360105,-1.375623226,-1.273352623,-1.054352641,-2.04923749,-1.21626997,-1.350062847,-1.983126521,-1.90639472,-0.974179268,-1.793665528,-2.023975849,-1.136704445,-0.188671634,0.01573804,-0.146032393,-1.25156498,-2.190288782,0.303427994
Lepirudin,0.108077861,-0.101377606,-0.760996342,0.435794443,0.768165886,-0.412492156,0.116985038,0.067690581,0.518354177,0.554038405,1.141303778,0.180842057,-0.192964867,0.443578094,0.234093815,0.407795638,0.310113907,0.024537167,0.724991977,0.6073578,-0.029674806,0.762080431,0.69010818,0.139098004,0.727098763,0.606555164,0.157406569,-0.188835368,-1.176811934,-0.433949471,0.16118595,0.719889104,-0.782965541
Benzene Hexacarboxylic Acid,0.272182494,0.151685923,0.341876298,0.484203637,0.252209544,0.187736422,0.721256495,0.346358478,0.743768513,0.125477955,0.444866806,0.256096095,0.336429596,-0.031748433,0.465329736,-0.195532188,0.399638504,0.559016466,0.46268332,0.5421682,0.15966475,0.102156967,0.434571981,-0.046654552,0.026113378,0.796527803,0.055677123,-0.189071923,0.412956148,0.530468404,0.588097692,0.108557284,0.27532652
